fecha,zona,vel_km_h,vel_m_s,vel_mph,vel_nudos,racha_max_km_h,racha_max_m_s,racha_max_mph,racha_max_nudos,hora_racha,fecha_actualizacion
2016-02-10,almeria,6.84,1.9,15.3006,13.2959,38.16,10.6,85.3615,74.1772,14:40:00,"2022-01-21 17:44:31"
2016-02-10,leon,11.16,3.1,24.9642,21.6933,32.04,8.9,71.6714,62.2808,12:10:00,"2022-01-21 17:44:31"
2016-02-10,zaragoza,6.12,1.7,13.6901,11.8963,29.88,8.3,66.8397,58.0821,14:30:00,"2022-01-21 17:44:31"
2016-02-11,acoruna,9,2.5,20.1324,17.4946,27,7.5,60.3973,52.4838,00:20:00,"2022-01-21 17:41:30"
2016-02-11,albacete,3.96,1.1,8.85827,7.69763,16.92,4.7,37.849,32.8899,07:30:00,"2022-01-21 17:44:31"
2016-02-11,almeria,3.96,1.1,8.85827,7.69763,45,12.5,100.662,87.4731,13:00:00,"2022-01-21 17:44:31"
2016-02-11,leon,6.12,1.7,13.6901,11.8963,27,7.5,60.3973,52.4838,12:20:00,"2022-01-21 17:44:31"
2016-02-11,zaragoza,2.16,0.6,4.83178,4.19871,15.12,4.2,33.8225,29.391,16:30:00,"2022-01-21 17:44:31"
2016-02-12,acoruna,11.16,3.1,24.9642,21.6933,25.92,7.2,57.9814,50.3845,06:30:00,"2022-01-21 17:41:30"
2016-02-12,albacete,2.16,0.6,4.83178,4.19871,11.88,3.3,26.5748,23.0929,23:30:00,"2022-01-21 17:44:31"
2016-02-12,almeria,2.88,0.8,6.44238,5.59828,21.96,6.1,49.1231,42.6869,12:30:00,"2022-01-21 17:44:31"
2016-02-12,zaragoza,2.16,0.6,4.83178,4.19871,15.84,4.4,35.4331,30.7905,14:10:00,"2022-01-21 17:44:31"
2016-02-13,acoruna,16.92,4.7,37.849,32.8899,66.96,18.6,149.785,130.16,16:10:00,"2022-01-21 17:41:30"
2016-02-13,albacete,21.96,6.1,49.1231,42.6869,69.84,19.4,156.228,135.758,23:00:00,"2022-01-21 17:44:31"
2016-02-13,almeria,6.12,1.7,13.6901,11.8963,43.92,12.2,98.2462,85.3737,22:00:00,"2022-01-21 17:44:31"
2016-02-13,leon,23.04,6.4,51.539,44.7862,96.84,26.9,216.625,188.242,06:00:00,"2022-01-21 17:44:31"
2016-02-13,zaragoza,21.96,6.1,49.1231,42.6869,96.12,26.7,215.014,186.842,23:50:00,"2022-01-21 17:44:31"
2016-02-14,acoruna,3.96,1.1,8.85827,7.69763,54,15,120.795,104.968,03:50:00,"2022-01-21 17:41:30"
2016-02-14,albacete,36,10,80.5297,69.9785,83.88,23.3,187.634,163.05,05:20:00,"2022-01-21 17:44:31"
2016-02-14,almeria,14.04,3.9,31.4066,27.2916,61.92,17.2,138.511,120.363,02:00:00,"2022-01-21 17:44:31"
2016-02-14,zaragoza,15.84,4.4,35.4331,30.7905,86.04,23.9,192.466,167.249,00:20:00,"2022-01-21 17:44:31"
2016-02-15,acoruna,19.08,5.3,42.6807,37.0886,56.88,15.8,127.237,110.566,12:00:00,"2022-01-21 17:41:30"
2016-02-15,albacete,24.84,6.9,55.5655,48.2851,70.92,19.7,158.644,137.858,00:10:00,"2022-01-21 17:44:31"
2016-02-15,almeria,14.04,3.9,31.4066,27.2916,56.88,15.8,127.237,110.566,13:10:00,"2022-01-21 17:44:31"
2016-02-15,leon,0,0,0,0,110.16,30.6,246.421,214.134,06:42:00,"2022-01-21 17:44:31"
2016-02-15,zaragoza,20.16,5.6,45.0966,39.1879,73.08,20.3,163.475,142.056,11:50:00,"2022-01-21 17:44:31"
2016-02-16,acoruna,9,2.5,20.1324,17.4946,37.08,10.3,82.9456,72.0778,14:30:00,"2022-01-21 17:41:30"
2016-02-16,albacete,12.96,3.6,28.9907,25.1922,43.92,12.2,98.2462,85.3737,00:40:00,"2022-01-21 17:44:31"
2016-02-16,almeria,7.92,2.2,17.7165,15.3953,32.04,8.9,71.6714,62.2808,00:20:00,"2022-01-21 17:44:31"
2016-02-16,zaragoza,16.92,4.7,37.849,32.8899,69.12,19.2,154.617,134.359,04:00:00,"2022-01-21 17:44:31"
2016-02-17,acoruna,9,2.5,20.1324,17.4946,28.08,7.8,62.8132,54.5832,11:10:00,"2022-01-21 17:41:30"
2016-02-17,albacete,10.08,2.8,22.5483,19.594,42.84,11.9,95.8304,83.2744,21:10:00,"2022-01-21 17:44:31"
2016-02-17,almeria,6.84,1.9,15.3006,13.2959,29.88,8.3,66.8397,58.0821,18:40:00,"2022-01-21 17:44:31"
2016-02-17,leon,14.04,3.9,31.4066,27.2916,64.08,17.8,143.343,124.562,22:40:00,"2022-01-21 17:44:31"
2016-02-17,zaragoza,10.08,2.8,22.5483,19.594,42.12,11.7,94.2198,81.8748,16:00:00,"2022-01-21 17:44:31"
2016-02-18,acoruna,6.84,1.9,15.3006,13.2959,24.84,6.9,55.5655,48.2851,14:10:00,"2022-01-21 17:41:30"
2016-02-18,albacete,10.08,2.8,22.5483,19.594,25.92,7.2,57.9814,50.3845,11:40:00,"2022-01-21 17:44:31"
2016-02-18,almeria,3.96,1.1,8.85827,7.69763,24.84,6.9,55.5655,48.2851,23:30:00,"2022-01-21 17:44:31"
2016-02-18,leon,21.96,6.1,49.1231,42.6869,64.08,17.8,143.343,124.562,07:50:00,"2022-01-21 17:44:31"
2016-02-18,zaragoza,5.04,1.4,11.2742,9.79698,29.88,8.3,66.8397,58.0821,16:10:00,"2022-01-21 17:44:31"
2016-02-19,acoruna,10.08,2.8,22.5483,19.594,29.16,8.1,65.2291,56.6826,07:50:00,"2022-01-21 17:41:30"
2016-02-19,albacete,3.96,1.1,8.85827,7.69763,23.04,6.4,51.539,44.7862,19:10:00,"2022-01-21 17:44:31"
2016-02-19,almeria,6.84,1.9,15.3006,13.2959,36,10,80.5297,69.9785,15:00:00,"2022-01-21 17:44:31"
2016-02-19,leon,7.92,2.2,17.7165,15.3953,25.92,7.2,57.9814,50.3845,00:20:00,"2022-01-21 17:44:31"
2016-02-19,zaragoza,6.84,1.9,15.3006,13.2959,19.08,5.3,42.6807,37.0886,18:10:00,"2022-01-21 17:44:31"
2016-02-20,acoruna,6.84,1.9,15.3006,13.2959,29.16,8.1,65.2291,56.6826,20:20:00,"2022-01-21 17:41:30"
2016-02-20,albacete,6.84,1.9,15.3006,13.2959,27,7.5,60.3973,52.4838,12:50:00,"2022-01-21 17:44:31"
2016-02-20,almeria,10.08,2.8,22.5483,19.594,47.16,13.1,105.494,91.6718,14:30:00,"2022-01-21 17:44:31"
2016-02-20,leon,10.08,2.8,22.5483,19.594,21.96,6.1,49.1231,42.6869,08:20:00,"2022-01-21 17:44:31"
2016-02-20,zaragoza,6.12,1.7,13.6901,11.8963,16.92,4.7,37.849,32.8899,17:50:00,"2022-01-21 17:44:31"
2016-02-21,acoruna,6.12,1.7,13.6901,11.8963,25.92,7.2,57.9814,50.3845,00:50:00,"2022-01-21 17:41:30"
2016-02-21,albacete,3.96,1.1,8.85827,7.69763,20.16,5.6,45.0966,39.1879,12:10:00,"2022-01-21 17:44:31"
2016-02-21,almeria,10.08,2.8,22.5483,19.594,42.12,11.7,94.2198,81.8748,06:50:00,"2022-01-21 17:44:31"
2016-02-21,leon,14.04,3.9,31.4066,27.2916,55.08,15.3,123.21,107.067,12:40:00,"2022-01-21 17:44:31"
2016-02-21,zaragoza,3.96,1.1,8.85827,7.69763,21.96,6.1,49.1231,42.6869,15:00:00,"2022-01-21 17:44:31"
2016-02-22,acoruna,3.96,1.1,8.85827,7.69763,20.16,5.6,45.0966,39.1879,05:30:00,"2022-01-21 17:41:30"
2016-02-22,albacete,11.16,3.1,24.9642,21.6933,37.08,10.3,82.9456,72.0778,13:40:00,"2022-01-21 17:44:31"
2016-02-22,almeria,6.84,1.9,15.3006,13.2959,21.96,6.1,49.1231,42.6869,NULL,"2022-01-21 17:44:31"
2016-02-22,leon,6.84,1.9,15.3006,13.2959,51.12,14.2,114.352,99.3694,23:10:00,"2022-01-21 17:44:31"
2016-02-22,zaragoza,6.84,1.9,15.3006,13.2959,33.12,9.2,74.0873,64.3802,15:40:00,"2022-01-21 17:44:31"
2016-02-23,acoruna,9,2.5,20.1324,17.4946,42.84,11.9,95.8304,83.2744,13:50:00,"2022-01-21 17:41:30"
2016-02-23,albacete,9,2.5,20.1324,17.4946,38.88,10.8,86.9721,75.5767,10:50:00,"2022-01-21 17:44:31"
2016-02-23,almeria,6.12,1.7,13.6901,11.8963,27,7.5,60.3973,52.4838,15:30:00,"2022-01-21 17:44:31"
2016-02-23,leon,15.12,4.2,33.8225,29.391,47.88,13.3,107.105,93.0714,03:20:00,"2022-01-21 17:44:31"
2016-02-23,zaragoza,10.08,2.8,22.5483,19.594,36,10,80.5297,69.9785,16:00:00,"2022-01-21 17:44:31"
2016-02-24,acoruna,5.04,1.4,11.2742,9.79698,33.12,9.2,74.0873,64.3802,04:50:00,"2022-01-21 17:41:30"
2016-02-24,albacete,9,2.5,20.1324,17.4946,39.96,11.1,89.388,77.6761,14:20:00,"2022-01-21 17:44:31"
2016-02-24,almeria,3.96,1.1,8.85827,7.69763,38.88,10.8,86.9721,75.5767,14:50:00,"2022-01-21 17:44:31"
2016-02-24,leon,11.88,3.3,26.5748,23.0929,43.92,12.2,98.2462,85.3737,23:40:00,"2022-01-21 17:44:31"
2016-02-24,zaragoza,12.96,3.6,28.9907,25.1922,46.08,12.8,103.078,89.5724,14:30:00,"2022-01-21 17:44:31"
2016-02-25,acoruna,6.12,1.7,13.6901,11.8963,28.08,7.8,62.8132,54.5832,14:30:00,"2022-01-21 17:41:30"
2016-02-25,albacete,15.84,4.4,35.4331,30.7905,54,15,120.795,104.968,08:50:00,"2022-01-21 17:44:31"
2016-02-25,almeria,7.92,2.2,17.7165,15.3953,33.12,9.2,74.0873,64.3802,10:50:00,"2022-01-21 17:44:31"
2016-02-25,leon,23.04,6.4,51.539,44.7862,60.12,16.7,134.485,116.864,04:40:00,"2022-01-21 17:44:31"
2016-02-25,zaragoza,19.08,5.3,42.6807,37.0886,54,15,120.795,104.968,12:10:00,"2022-01-21 17:44:31"
2016-02-26,acoruna,3.96,1.1,8.85827,7.69763,30.96,8.6,69.2555,60.1815,14:10:00,"2022-01-21 17:41:30"
2016-02-26,albacete,7.92,2.2,17.7165,15.3953,39.96,11.1,89.388,77.6761,19:50:00,"2022-01-21 17:44:31"
2016-02-26,almeria,9,2.5,20.1324,17.4946,42.12,11.7,94.2198,81.8748,17:50:00,"2022-01-21 17:44:31"
2016-02-26,zaragoza,12.96,3.6,28.9907,25.1922,43.92,12.2,98.2462,85.3737,15:20:00,"2022-01-21 17:44:31"
2016-02-27,acoruna,2.88,0.8,6.44238,5.59828,47.16,13.1,105.494,91.6718,13:20:00,"2022-01-21 17:41:30"
2016-02-27,albacete,29.16,8.1,65.2291,56.6826,66.96,18.6,149.785,130.16,12:40:00,"2022-01-21 17:44:31"
2016-02-27,almeria,12.96,3.6,28.9907,25.1922,41.04,11.4,91.8039,79.7754,09:20:00,"2022-01-21 17:44:31"
2016-02-27,leon,0,0,0,0,106.92,29.7,239.173,207.836,08:04:00,"2022-01-21 17:44:31"
2016-02-27,zaragoza,21.96,6.1,49.1231,42.6869,75.96,21.1,169.918,147.655,15:00:00,"2022-01-21 17:44:31"
2016-02-28,acoruna,7.92,2.2,17.7165,15.3953,33.12,9.2,74.0873,64.3802,13:10:00,"2022-01-21 17:41:30"
2016-02-28,albacete,25.92,7.2,57.9814,50.3845,60.12,16.7,134.485,116.864,05:00:00,"2022-01-21 17:44:31"
2016-02-28,almeria,11.88,3.3,26.5748,23.0929,39.96,11.1,89.388,77.6761,10:30:00,"2022-01-21 17:44:31"
2016-02-28,leon,33.84,9.4,75.6979,65.7798,91.08,25.3,203.74,177.046,23:40:00,"2022-01-21 17:44:31"
2016-02-28,zaragoza,15.84,4.4,35.4331,30.7905,60.84,16.9,136.095,118.264,23:40:00,"2022-01-21 17:44:31"
2016-02-29,acoruna,16.92,4.7,37.849,32.8899,51.12,14.2,114.352,99.3694,11:50:00,"2022-01-21 17:41:30"
2016-02-29,albacete,27,7.5,60.3973,52.4838,68.04,18.9,152.201,132.259,07:00:00,"2022-01-21 17:44:31"
2016-02-29,almeria,15.12,4.2,33.8225,29.391,38.16,10.6,85.3615,74.1772,14:10:00,"2022-01-21 17:44:31"
2016-02-29,leon,19.08,5.3,42.6807,37.0886,82.08,22.8,183.608,159.551,01:00:00,"2022-01-21 17:44:31"
2016-02-29,zaragoza,19.08,5.3,42.6807,37.0886,60.84,16.9,136.095,118.264,05:00:00,"2022-01-21 17:44:31"
2016-03-01,acoruna,20.88,5.8,46.7072,40.5875,73.08,20.3,163.475,142.056,10:20:00,"2022-01-21 17:41:30"
2016-03-01,albacete,19.08,5.3,42.6807,37.0886,50.04,13.9,111.936,97.2701,14:20:00,"2022-01-21 17:44:31"
2016-03-01,almeria,10.08,2.8,22.5483,19.594,56.88,15.8,127.237,110.566,15:40:00,"2022-01-21 17:44:31"
2016-03-01,zaragoza,14.04,3.9,31.4066,27.2916,54,15,120.795,104.968,13:20:00,"2022-01-21 17:44:31"
2016-03-02,acoruna,15.84,4.4,35.4331,30.7905,47.16,13.1,105.494,91.6718,12:00:00,"2022-01-21 17:41:30"
2016-03-02,albacete,10.08,2.8,22.5483,19.594,34.92,9.7,78.1138,67.8791,22:20:00,"2022-01-21 17:44:31"
2016-03-02,almeria,2.16,0.6,4.83178,4.19871,23.04,6.4,51.539,44.7862,15:10:00,"2022-01-21 17:44:31"
2016-03-02,leon,24.84,6.9,55.5655,48.2851,61.92,17.2,138.511,120.363,09:50:00,"2022-01-21 17:44:31"
2016-03-02,zaragoza,11.16,3.1,24.9642,21.6933,51.12,14.2,114.352,99.3694,15:30:00,"2022-01-21 17:44:31"
2016-03-03,acoruna,2.88,0.8,6.44238,5.59828,20.88,5.8,46.7072,40.5875,21:20:00,"2022-01-21 17:41:30"
2016-03-03,almeria,6.84,1.9,15.3006,13.2959,28.08,7.8,62.8132,54.5832,13:50:00,"2022-01-21 17:44:31"
2016-03-03,zaragoza,12.96,3.6,28.9907,25.1922,52.92,14.7,118.379,102.868,10:00:00,"2022-01-21 17:44:31"
2016-03-04,acoruna,15.84,4.4,35.4331,30.7905,56.88,15.8,127.237,110.566,11:50:00,"2022-01-21 17:41:30"
2016-03-04,albacete,5.04,1.4,11.2742,9.79698,32.04,8.9,71.6714,62.2808,23:10:00,"2022-01-21 17:44:31"
2016-03-04,almeria,6.84,1.9,15.3006,13.2959,30.96,8.6,69.2555,60.1815,14:30:00,"2022-01-21 17:44:31"
2016-03-04,leon,19.08,5.3,42.6807,37.0886,84.96,23.6,190.05,165.149,03:50:00,"2022-01-21 17:44:31"
2016-03-04,zaragoza,14.04,3.9,31.4066,27.2916,56.16,15.6,125.626,109.166,16:40:00,"2022-01-21 17:44:31"
2016-03-05,acoruna,15.84,4.4,35.4331,30.7905,38.16,10.6,85.3615,74.1772,11:30:00,"2022-01-21 17:41:30"
2016-03-05,almeria,14.04,3.9,31.4066,27.2916,38.88,10.8,86.9721,75.5767,13:10:00,"2022-01-21 17:44:31"
2016-03-05,leon,12.96,3.6,28.9907,25.1922,24.84,6.9,55.5655,48.2851,15:30:00,"2022-01-21 17:44:31"
2016-03-05,zaragoza,10.08,2.8,22.5483,19.594,33.12,9.2,74.0873,64.3802,16:20:00,"2022-01-21 17:44:31"
2016-03-06,acoruna,10.08,2.8,22.5483,19.594,36,10,80.5297,69.9785,12:50:00,"2022-01-21 17:41:30"
2016-03-06,albacete,7.92,2.2,17.7165,15.3953,33.12,9.2,74.0873,64.3802,18:20:00,"2022-01-21 17:44:31"
2016-03-06,almeria,7.92,2.2,17.7165,15.3953,36,10,80.5297,69.9785,14:30:00,"2022-01-21 17:44:31"
2016-03-06,zaragoza,6.12,1.7,13.6901,11.8963,33.84,9.4,75.6979,65.7798,15:00:00,"2022-01-21 17:44:31"
2016-03-07,acoruna,19.08,5.3,42.6807,37.0886,45,12.5,100.662,87.4731,04:50:00,"2022-01-21 17:41:30"
2016-03-07,albacete,10.08,2.8,22.5483,19.594,29.16,8.1,65.2291,56.6826,NULL,"2022-01-21 17:44:31"
2016-03-07,almeria,11.88,3.3,26.5748,23.0929,46.08,12.8,103.078,89.5724,14:40:00,"2022-01-21 17:44:31"
2016-03-07,leon,15.84,4.4,35.4331,30.7905,30.96,8.6,69.2555,60.1815,17:10:00,"2022-01-21 17:44:31"
2016-03-07,zaragoza,15.12,4.2,33.8225,29.391,45,12.5,100.662,87.4731,13:00:00,"2022-01-21 17:44:31"
2016-03-08,acoruna,6.12,1.7,13.6901,11.8963,25.92,7.2,57.9814,50.3845,16:30:00,"2022-01-21 17:41:30"
2016-03-08,albacete,7.92,2.2,17.7165,15.3953,29.16,8.1,65.2291,56.6826,13:10:00,"2022-01-21 17:44:31"
2016-03-08,almeria,11.16,3.1,24.9642,21.6933,41.04,11.4,91.8039,79.7754,11:40:00,"2022-01-21 17:44:31"
2016-03-08,leon,16.92,4.7,37.849,32.8899,37.08,10.3,82.9456,72.0778,18:10:00,"2022-01-21 17:44:31"
2016-03-08,zaragoza,10.08,2.8,22.5483,19.594,38.88,10.8,86.9721,75.5767,16:10:00,"2022-01-21 17:44:31"
2016-03-09,acoruna,10.08,2.8,22.5483,19.594,24.84,6.9,55.5655,48.2851,13:10:00,"2022-01-21 17:41:30"
2016-03-09,albacete,6.84,1.9,15.3006,13.2959,28.08,7.8,62.8132,54.5832,16:30:00,"2022-01-21 17:44:31"
2016-03-09,almeria,9,2.5,20.1324,17.4946,36,10,80.5297,69.9785,13:50:00,"2022-01-21 17:44:31"
2016-03-09,leon,9,2.5,20.1324,17.4946,47.16,13.1,105.494,91.6718,12:40:00,"2022-01-21 17:44:31"
2016-03-09,zaragoza,6.12,1.7,13.6901,11.8963,28.08,7.8,62.8132,54.5832,13:20:00,"2022-01-21 17:44:31"
2016-03-10,acoruna,9,2.5,20.1324,17.4946,25.92,7.2,57.9814,50.3845,09:10:00,"2022-01-21 17:41:30"
2016-03-10,albacete,6.84,1.9,15.3006,13.2959,27,7.5,60.3973,52.4838,NULL,"2022-01-21 17:44:31"
2016-03-10,almeria,10.08,2.8,22.5483,19.594,42.12,11.7,94.2198,81.8748,15:40:00,"2022-01-21 17:44:31"
2016-03-10,leon,9,2.5,20.1324,17.4946,39.96,11.1,89.388,77.6761,14:40:00,"2022-01-21 17:44:31"
2016-03-10,zaragoza,11.88,3.3,26.5748,23.0929,41.04,11.4,91.8039,79.7754,15:10:00,"2022-01-21 17:44:31"
2016-03-11,acoruna,3.96,1.1,8.85827,7.69763,41.04,11.4,91.8039,79.7754,23:59:00,"2022-01-21 17:41:30"
2016-03-11,albacete,1.08,0.3,2.41589,2.09935,16.92,4.7,37.849,32.8899,23:59:00,"2022-01-21 17:44:31"
2016-03-11,almeria,2.16,0.6,4.83178,4.19871,24.12,6.7,53.9549,46.8856,20:00:00,"2022-01-21 17:44:31"
2016-03-11,leon,6.84,1.9,15.3006,13.2959,27,7.5,60.3973,52.4838,11:40:00,"2022-01-21 17:44:31"
2016-03-11,zaragoza,2.88,0.8,6.44238,5.59828,37.08,10.3,82.9456,72.0778,15:00:00,"2022-01-21 17:44:31"
2016-03-12,acoruna,12.96,3.6,28.9907,25.1922,38.16,10.6,85.3615,74.1772,22:50:00,"2022-01-21 17:41:30"
2016-03-12,albacete,6.84,1.9,15.3006,13.2959,24.12,6.7,53.9549,46.8856,15:50:00,"2022-01-21 17:44:31"
2016-03-12,almeria,9,2.5,20.1324,17.4946,34.92,9.7,78.1138,67.8791,11:50:00,"2022-01-21 17:44:31"
2016-03-12,leon,11.16,3.1,24.9642,21.6933,59.04,16.4,132.069,114.765,22:40:00,"2022-01-21 17:44:31"
2016-03-12,zaragoza,2.88,0.8,6.44238,5.59828,11.88,3.3,26.5748,23.0929,21:30:00,"2022-01-21 17:44:31"
2016-03-13,acoruna,12.96,3.6,28.9907,25.1922,37.08,10.3,82.9456,72.0778,22:20:00,"2022-01-21 17:41:30"
2016-03-13,albacete,5.04,1.4,11.2742,9.79698,27,7.5,60.3973,52.4838,19:00:00,"2022-01-21 17:44:31"
2016-03-13,almeria,6.12,1.7,13.6901,11.8963,32.04,8.9,71.6714,62.2808,16:00:00,"2022-01-21 17:44:31"
2016-03-13,leon,14.04,3.9,31.4066,27.2916,29.88,8.3,66.8397,58.0821,20:00:00,"2022-01-21 17:44:31"
2016-03-13,zaragoza,9,2.5,20.1324,17.4946,32.04,8.9,71.6714,62.2808,20:40:00,"2022-01-21 17:44:31"
2016-03-14,acoruna,6.84,1.9,15.3006,13.2959,38.88,10.8,86.9721,75.5767,01:40:00,"2022-01-21 17:41:30"
2016-03-14,albacete,6.12,1.7,13.6901,11.8963,28.08,7.8,62.8132,54.5832,15:50:00,"2022-01-21 17:44:31"
2016-03-14,almeria,9,2.5,20.1324,17.4946,32.04,8.9,71.6714,62.2808,15:00:00,"2022-01-21 17:44:31"
2016-03-14,leon,3.96,1.1,8.85827,7.69763,20.88,5.8,46.7072,40.5875,00:10:00,"2022-01-21 17:44:31"
2016-03-14,zaragoza,9,2.5,20.1324,17.4946,27,7.5,60.3973,52.4838,17:10:00,"2022-01-21 17:44:31"
2016-03-15,acoruna,7.92,2.2,17.7165,15.3953,27,7.5,60.3973,52.4838,15:10:00,"2022-01-21 17:41:30"
2016-03-15,albacete,6.84,1.9,15.3006,13.2959,32.04,8.9,71.6714,62.2808,16:40:00,"2022-01-21 17:44:31"
2016-03-15,almeria,6.84,1.9,15.3006,13.2959,28.08,7.8,62.8132,54.5832,13:40:00,"2022-01-21 17:44:31"
2016-03-15,leon,2.16,0.6,4.83178,4.19871,20.16,5.6,45.0966,39.1879,20:20:00,"2022-01-21 17:44:31"
2016-03-15,zaragoza,7.92,2.2,17.7165,15.3953,25.92,7.2,57.9814,50.3845,15:20:00,"2022-01-21 17:44:31"
2016-03-16,acoruna,11.88,3.3,26.5748,23.0929,29.16,8.1,65.2291,56.6826,14:40:00,"2022-01-21 17:41:30"
2016-03-16,albacete,15.12,4.2,33.8225,29.391,42.12,11.7,94.2198,81.8748,13:40:00,"2022-01-21 17:44:31"
2016-03-16,almeria,6.12,1.7,13.6901,11.8963,29.16,8.1,65.2291,56.6826,14:20:00,"2022-01-21 17:44:31"
2016-03-16,leon,15.12,4.2,33.8225,29.391,47.88,13.3,107.105,93.0714,17:20:00,"2022-01-21 17:44:31"
2016-03-16,zaragoza,11.16,3.1,24.9642,21.6933,42.84,11.9,95.8304,83.2744,12:40:00,"2022-01-21 17:44:31"
2016-03-17,acoruna,6.84,1.9,15.3006,13.2959,25.92,7.2,57.9814,50.3845,05:40:00,"2022-01-21 17:41:30"
2016-03-17,albacete,6.12,1.7,13.6901,11.8963,27,7.5,60.3973,52.4838,17:20:00,"2022-01-21 17:44:31"
2016-03-17,almeria,6.12,1.7,13.6901,11.8963,28.08,7.8,62.8132,54.5832,14:30:00,"2022-01-21 17:44:31"
2016-03-17,leon,9,2.5,20.1324,17.4946,32.04,8.9,71.6714,62.2808,00:10:00,"2022-01-21 17:44:31"
2016-03-17,zaragoza,6.84,1.9,15.3006,13.2959,38.16,10.6,85.3615,74.1772,15:20:00,"2022-01-21 17:44:31"
2016-03-18,acoruna,11.16,3.1,24.9642,21.6933,28.08,7.8,62.8132,54.5832,07:20:00,"2022-01-21 17:41:30"
2016-03-18,albacete,5.04,1.4,11.2742,9.79698,25.92,7.2,57.9814,50.3845,14:50:00,"2022-01-21 17:44:31"
2016-03-18,almeria,6.84,1.9,15.3006,13.2959,29.88,8.3,66.8397,58.0821,14:10:00,"2022-01-21 17:44:31"
2016-03-18,leon,6.84,1.9,15.3006,13.2959,42.84,11.9,95.8304,83.2744,20:20:00,"2022-01-21 17:44:31"
2016-03-18,zaragoza,10.08,2.8,22.5483,19.594,36,10,80.5297,69.9785,16:40:00,"2022-01-21 17:44:31"
2016-03-19,acoruna,5.04,1.4,11.2742,9.79698,16.92,4.7,37.849,32.8899,NULL,"2022-01-21 17:41:30"
2016-03-19,albacete,5.04,1.4,11.2742,9.79698,24.12,6.7,53.9549,46.8856,09:40:00,"2022-01-21 17:44:31"
2016-03-19,almeria,5.04,1.4,11.2742,9.79698,24.12,6.7,53.9549,46.8856,16:30:00,"2022-01-21 17:44:31"
2016-03-19,leon,7.92,2.2,17.7165,15.3953,28.08,7.8,62.8132,54.5832,00:10:00,"2022-01-21 17:44:31"
2016-03-19,zaragoza,6.12,1.7,13.6901,11.8963,30.96,8.6,69.2555,60.1815,16:50:00,"2022-01-21 17:44:31"
2016-03-20,acoruna,10.08,2.8,22.5483,19.594,38.16,10.6,85.3615,74.1772,18:20:00,"2022-01-21 17:41:30"
2016-03-20,albacete,3.96,1.1,8.85827,7.69763,24.12,6.7,53.9549,46.8856,16:40:00,"2022-01-21 17:44:31"
2016-03-20,almeria,7.92,2.2,17.7165,15.3953,29.88,8.3,66.8397,58.0821,12:50:00,"2022-01-21 17:44:31"
2016-03-20,leon,7.92,2.2,17.7165,15.3953,18,5,40.2649,34.9892,NULL,"2022-01-21 17:44:31"
2016-03-20,zaragoza,2.16,0.6,4.83178,4.19871,20.16,5.6,45.0966,39.1879,11:30:00,"2022-01-21 17:44:31"
2016-03-21,acoruna,12.96,3.6,28.9907,25.1922,48.96,13.6,109.52,95.1707,14:00:00,"2022-01-21 17:41:30"
2016-03-21,albacete,2.16,0.6,4.83178,4.19871,25.92,7.2,57.9814,50.3845,12:20:00,"2022-01-21 17:44:31"
2016-03-21,almeria,9,2.5,20.1324,17.4946,34.92,9.7,78.1138,67.8791,09:40:00,"2022-01-21 17:44:31"
2016-03-21,leon,6.84,1.9,15.3006,13.2959,29.16,8.1,65.2291,56.6826,11:30:00,"2022-01-21 17:44:31"
2016-03-21,zaragoza,12.96,3.6,28.9907,25.1922,43.92,12.2,98.2462,85.3737,18:30:00,"2022-01-21 17:44:31"
2016-03-22,acoruna,12.96,3.6,28.9907,25.1922,41.04,11.4,91.8039,79.7754,NULL,"2022-01-21 17:41:30"
2016-03-22,albacete,6.84,1.9,15.3006,13.2959,33.12,9.2,74.0873,64.3802,20:20:00,"2022-01-21 17:44:31"
2016-03-22,almeria,3.96,1.1,8.85827,7.69763,28.08,7.8,62.8132,54.5832,16:20:00,"2022-01-21 17:44:31"
2016-03-22,leon,11.16,3.1,24.9642,21.6933,27,7.5,60.3973,52.4838,23:00:00,"2022-01-21 17:44:31"
2016-03-22,zaragoza,12.96,3.6,28.9907,25.1922,43.92,12.2,98.2462,85.3737,14:20:00,"2022-01-21 17:44:31"
2016-03-23,acoruna,16.92,4.7,37.849,32.8899,52.92,14.7,118.379,102.868,13:20:00,"2022-01-21 17:41:30"
2016-03-23,albacete,16.92,4.7,37.849,32.8899,46.08,12.8,103.078,89.5724,NULL,"2022-01-21 17:44:31"
2016-03-23,almeria,7.92,2.2,17.7165,15.3953,24.12,6.7,53.9549,46.8856,13:30:00,"2022-01-21 17:44:31"
2016-03-23,leon,11.16,3.1,24.9642,21.6933,34.92,9.7,78.1138,67.8791,11:10:00,"2022-01-21 17:44:31"
2016-03-23,zaragoza,15.12,4.2,33.8225,29.391,48.96,13.6,109.52,95.1707,22:00:00,"2022-01-21 17:44:31"
2016-03-24,acoruna,6.12,1.7,13.6901,11.8963,29.88,8.3,66.8397,58.0821,00:30:00,"2022-01-21 17:41:30"
2016-03-24,albacete,12.96,3.6,28.9907,25.1922,34.92,9.7,78.1138,67.8791,01:40:00,"2022-01-21 17:44:31"
2016-03-24,almeria,6.12,1.7,13.6901,11.8963,33.12,9.2,74.0873,64.3802,15:20:00,"2022-01-21 17:44:31"
