fecha,zona,vel_km_h,vel_m_s,vel_mph,vel_nudos,racha_max_km_h,racha_max_m_s,racha_max_mph,racha_max_nudos,hora_racha,fecha_actualizacion
2018-03-02,zaragoza,18,5,40.2649,34.9892,45,12.5,100.662,87.4731,14:50:00,"2022-01-21 17:44:31"
2018-03-03,acoruna,11.16,3.1,24.9642,21.6933,65.16,18.1,145.759,126.661,00:20:00,"2022-01-21 17:41:30"
2018-03-03,albacete,11.16,3.1,24.9642,21.6933,66.96,18.6,149.785,130.16,09:30:00,"2022-01-21 17:44:31"
2018-03-03,almeria,2.16,0.6,4.83178,4.19871,27,7.5,60.3973,52.4838,07:50:00,"2022-01-21 17:44:31"
2018-03-03,leon,11.16,3.1,24.9642,21.6933,65.16,18.1,145.759,126.661,11:50:00,"2022-01-21 17:44:31"
2018-03-03,zaragoza,15.84,4.4,35.4331,30.7905,60.12,16.7,134.485,116.864,10:50:00,"2022-01-21 17:44:31"
2018-03-04,acoruna,21.96,6.1,49.1231,42.6869,81,22.5,181.192,157.452,07:11:00,"2022-01-21 17:41:30"
2018-03-04,albacete,12.96,3.6,28.9907,25.1922,37.08,10.3,82.9456,72.0778,10:40:00,"2022-01-21 17:44:31"
2018-03-04,almeria,7.92,2.2,17.7165,15.3953,24.12,6.7,53.9549,46.8856,08:30:00,"2022-01-21 17:44:31"
2018-03-04,zaragoza,24.12,6.7,53.9549,46.8856,56.88,15.8,127.237,110.566,NULL,"2022-01-21 17:44:31"
2018-03-05,acoruna,15.84,4.4,35.4331,30.7905,50.04,13.9,111.936,97.2701,12:30:00,"2022-01-21 17:41:30"
2018-03-05,albacete,20.16,5.6,45.0966,39.1879,46.08,12.8,103.078,89.5724,16:00:00,"2022-01-21 17:44:31"
2018-03-05,almeria,5.04,1.4,11.2742,9.79698,20.88,5.8,46.7072,40.5875,21:30:00,"2022-01-21 17:44:31"
2018-03-05,zaragoza,20.88,5.8,46.7072,40.5875,51.12,14.2,114.352,99.3694,12:20:00,"2022-01-21 17:44:31"
2018-03-06,acoruna,7.92,2.2,17.7165,15.3953,32.04,8.9,71.6714,62.2808,15:00:00,"2022-01-21 17:41:30"
2018-03-06,albacete,9,2.5,20.1324,17.4946,36,10,80.5297,69.9785,08:00:00,"2022-01-21 17:44:31"
2018-03-06,almeria,6.12,1.7,13.6901,11.8963,28.08,7.8,62.8132,54.5832,10:50:00,"2022-01-21 17:44:31"
2018-03-06,zaragoza,5.04,1.4,11.2742,9.79698,34.92,9.7,78.1138,67.8791,14:50:00,"2022-01-21 17:44:31"
2018-03-07,acoruna,6.12,1.7,13.6901,11.8963,30.96,8.6,69.2555,60.1815,15:00:00,"2022-01-21 17:41:30"
2018-03-07,albacete,11.88,3.3,26.5748,23.0929,33.84,9.4,75.6979,65.7798,04:30:00,"2022-01-21 17:44:31"
2018-03-07,almeria,6.84,1.9,15.3006,13.2959,37.08,10.3,82.9456,72.0778,16:20:00,"2022-01-21 17:44:31"
2018-03-07,zaragoza,7.92,2.2,17.7165,15.3953,34.92,9.7,78.1138,67.8791,16:30:00,"2022-01-21 17:44:31"
2018-03-08,acoruna,9,2.5,20.1324,17.4946,29.16,8.1,65.2291,56.6826,04:20:00,"2022-01-21 17:41:30"
2018-03-08,albacete,6.84,1.9,15.3006,13.2959,32.04,8.9,71.6714,62.2808,17:00:00,"2022-01-21 17:44:31"
2018-03-08,zaragoza,14.04,3.9,31.4066,27.2916,45,12.5,100.662,87.4731,15:50:00,"2022-01-21 17:44:31"
2018-03-09,albacete,3.96,1.1,8.85827,7.69763,45,12.5,100.662,87.4731,16:40:00,"2022-01-21 17:44:31"
2018-03-09,almeria,11.88,3.3,26.5748,23.0929,43.92,12.2,98.2462,85.3737,11:50:00,"2022-01-21 17:44:31"
2018-03-09,zaragoza,15.12,4.2,33.8225,29.391,45,12.5,100.662,87.4731,16:00:00,"2022-01-21 17:44:31"
2018-03-10,acoruna,6.84,1.9,15.3006,13.2959,29.16,8.1,65.2291,56.6826,07:40:00,"2022-01-21 17:41:30"
2018-03-10,albacete,6.12,1.7,13.6901,11.8963,23.04,6.4,51.539,44.7862,03:00:00,"2022-01-21 17:44:31"
2018-03-10,almeria,6.84,1.9,15.3006,13.2959,32.04,8.9,71.6714,62.2808,11:00:00,"2022-01-21 17:44:31"
2018-03-10,zaragoza,2.88,0.8,6.44238,5.59828,24.12,6.7,53.9549,46.8856,15:30:00,"2022-01-21 17:44:31"
2018-03-11,acoruna,3.96,1.1,8.85827,7.69763,15.12,4.2,33.8225,29.391,19:00:00,"2022-01-21 17:41:30"
2018-03-11,albacete,3.96,1.1,8.85827,7.69763,24.12,6.7,53.9549,46.8856,09:00:00,"2022-01-21 17:44:31"
2018-03-11,almeria,3.96,1.1,8.85827,7.69763,28.08,7.8,62.8132,54.5832,15:50:00,"2022-01-21 17:44:31"
2018-03-11,zaragoza,3.96,1.1,8.85827,7.69763,19.08,5.3,42.6807,37.0886,16:10:00,"2022-01-21 17:44:31"
2018-03-12,acoruna,10.08,2.8,22.5483,19.594,50.04,13.9,111.936,97.2701,06:40:00,"2022-01-21 17:41:30"
2018-03-12,albacete,15.12,4.2,33.8225,29.391,38.88,10.8,86.9721,75.5767,17:00:00,"2022-01-21 17:44:31"
2018-03-12,almeria,5.04,1.4,11.2742,9.79698,21.96,6.1,49.1231,42.6869,18:20:00,"2022-01-21 17:44:31"
2018-03-12,leon,9,2.5,20.1324,17.4946,30.96,8.6,69.2555,60.1815,02:50:00,"2022-01-21 17:44:31"
2018-03-12,zaragoza,10.08,2.8,22.5483,19.594,24.84,6.9,55.5655,48.2851,05:20:00,"2022-01-21 17:44:31"
2018-03-13,acoruna,11.88,3.3,26.5748,23.0929,42.84,11.9,95.8304,83.2744,14:10:00,"2022-01-21 17:41:30"
2018-03-13,albacete,11.16,3.1,24.9642,21.6933,38.88,10.8,86.9721,75.5767,14:20:00,"2022-01-21 17:44:31"
2018-03-13,almeria,11.16,3.1,24.9642,21.6933,33.12,9.2,74.0873,64.3802,12:10:00,"2022-01-21 17:44:31"
2018-03-13,zaragoza,11.16,3.1,24.9642,21.6933,38.88,10.8,86.9721,75.5767,13:10:00,"2022-01-21 17:44:31"
2018-03-14,acoruna,19.08,5.3,42.6807,37.0886,88.92,24.7,198.908,172.847,10:20:00,"2022-01-21 17:41:30"
2018-03-14,albacete,6.84,1.9,15.3006,13.2959,25.92,7.2,57.9814,50.3845,14:50:00,"2022-01-21 17:44:31"
2018-03-14,almeria,5.04,1.4,11.2742,9.79698,51.84,14.4,115.963,100.769,23:40:00,"2022-01-21 17:44:31"
2018-03-15,acoruna,6.12,1.7,13.6901,11.8963,50.04,13.9,111.936,97.2701,05:50:00,"2022-01-21 17:41:30"
2018-03-15,albacete,15.84,4.4,35.4331,30.7905,52.92,14.7,118.379,102.868,03:10:00,"2022-01-21 17:44:31"
2018-03-15,almeria,9,2.5,20.1324,17.4946,48.96,13.6,109.52,95.1707,00:10:00,"2022-01-21 17:44:31"
2018-03-15,zaragoza,12.96,3.6,28.9907,25.1922,57.96,16.1,129.653,112.665,15:20:00,"2022-01-21 17:44:31"
2018-03-16,acoruna,11.16,3.1,24.9642,21.6933,54,15,120.795,104.968,19:10:00,"2022-01-21 17:41:30"
2018-03-16,albacete,15.84,4.4,35.4331,30.7905,42.12,11.7,94.2198,81.8748,14:20:00,"2022-01-21 17:44:31"
2018-03-16,almeria,6.84,1.9,15.3006,13.2959,37.08,10.3,82.9456,72.0778,17:30:00,"2022-01-21 17:44:31"
2018-03-16,zaragoza,7.92,2.2,17.7165,15.3953,50.04,13.9,111.936,97.2701,13:50:00,"2022-01-21 17:44:31"
2018-03-17,acoruna,6.12,1.7,13.6901,11.8963,32.04,8.9,71.6714,62.2808,05:00:00,"2022-01-21 17:41:30"
2018-03-17,albacete,23.04,6.4,51.539,44.7862,81,22.5,181.192,157.452,17:10:00,"2022-01-21 17:44:31"
2018-03-17,almeria,9,2.5,20.1324,17.4946,46.08,12.8,103.078,89.5724,12:00:00,"2022-01-21 17:44:31"
2018-03-17,zaragoza,11.16,3.1,24.9642,21.6933,56.88,15.8,127.237,110.566,16:40:00,"2022-01-21 17:44:31"
2018-03-18,acoruna,3.96,1.1,8.85827,7.69763,33.84,9.4,75.6979,65.7798,16:30:00,"2022-01-21 17:41:30"
2018-03-18,albacete,15.84,4.4,35.4331,30.7905,47.16,13.1,105.494,91.6718,20:40:00,"2022-01-21 17:44:31"
2018-03-18,almeria,11.88,3.3,26.5748,23.0929,33.84,9.4,75.6979,65.7798,17:30:00,"2022-01-21 17:44:31"
2018-03-18,zaragoza,14.04,3.9,31.4066,27.2916,45,12.5,100.662,87.4731,13:40:00,"2022-01-21 17:44:31"
2018-03-19,acoruna,3.96,1.1,8.85827,7.69763,36,10,80.5297,69.9785,14:50:00,"2022-01-21 17:41:30"
2018-03-19,albacete,15.12,4.2,33.8225,29.391,78.84,21.9,176.36,153.253,19:20:00,"2022-01-21 17:44:31"
2018-03-19,almeria,11.16,3.1,24.9642,21.6933,43.92,12.2,98.2462,85.3737,23:10:00,"2022-01-21 17:44:31"
2018-03-19,zaragoza,9,2.5,20.1324,17.4946,56.88,15.8,127.237,110.566,15:00:00,"2022-01-21 17:44:31"
2018-03-20,acoruna,12.96,3.6,28.9907,25.1922,48.96,13.6,109.52,95.1707,10:40:00,"2022-01-21 17:41:30"
2018-03-20,albacete,24.84,6.9,55.5655,48.2851,63,17.5,140.927,122.462,11:50:00,"2022-01-21 17:44:31"
2018-03-20,almeria,10.08,2.8,22.5483,19.594,38.16,10.6,85.3615,74.1772,16:10:00,"2022-01-21 17:44:31"
2018-03-20,zaragoza,16.92,4.7,37.849,32.8899,52.92,14.7,118.379,102.868,11:50:00,"2022-01-21 17:44:31"
2018-03-21,acoruna,14.04,3.9,31.4066,27.2916,45,12.5,100.662,87.4731,10:50:00,"2022-01-21 17:41:30"
2018-03-21,albacete,16.92,4.7,37.849,32.8899,42.12,11.7,94.2198,81.8748,14:40:00,"2022-01-21 17:44:31"
2018-03-21,almeria,9,2.5,20.1324,17.4946,32.04,8.9,71.6714,62.2808,16:30:00,"2022-01-21 17:44:31"
2018-03-21,zaragoza,18,5,40.2649,34.9892,51.84,14.4,115.963,100.769,16:30:00,"2022-01-21 17:44:31"
2018-03-22,acoruna,11.88,3.3,26.5748,23.0929,33.84,9.4,75.6979,65.7798,16:00:00,"2022-01-21 17:41:30"
2018-03-22,albacete,20.16,5.6,45.0966,39.1879,55.08,15.3,123.21,107.067,20:50:00,"2022-01-21 17:44:31"
2018-03-22,almeria,11.88,3.3,26.5748,23.0929,45,12.5,100.662,87.4731,06:40:00,"2022-01-21 17:44:31"
2018-03-22,zaragoza,11.16,3.1,24.9642,21.6933,37.08,10.3,82.9456,72.0778,16:10:00,"2022-01-21 17:44:31"
2018-03-23,acoruna,11.16,3.1,24.9642,21.6933,70.92,19.7,158.644,137.858,15:30:00,"2022-01-21 17:41:30"
2018-03-23,albacete,20.88,5.8,46.7072,40.5875,52.92,14.7,118.379,102.868,NULL,"2022-01-21 17:44:31"
2018-03-23,almeria,7.92,2.2,17.7165,15.3953,41.04,11.4,91.8039,79.7754,02:30:00,"2022-01-21 17:44:31"
2018-03-23,zaragoza,15.12,4.2,33.8225,29.391,43.92,12.2,98.2462,85.3737,13:40:00,"2022-01-21 17:44:31"
2018-03-24,acoruna,6.12,1.7,13.6901,11.8963,47.16,13.1,105.494,91.6718,13:40:00,"2022-01-21 17:41:30"
2018-03-24,albacete,37.08,10.3,82.9456,72.0778,83.88,23.3,187.634,163.05,04:10:00,"2022-01-21 17:44:31"
2018-03-24,almeria,15.12,4.2,33.8225,29.391,50.04,13.9,111.936,97.2701,05:10:00,"2022-01-21 17:44:31"
2018-03-24,zaragoza,23.04,6.4,51.539,44.7862,73.08,20.3,163.475,142.056,01:10:00,"2022-01-21 17:44:31"
2018-03-25,acoruna,7.92,2.2,17.7165,15.3953,37.08,10.3,82.9456,72.0778,15:30:00,"2022-01-21 17:41:30"
2018-03-25,albacete,20.88,5.8,46.7072,40.5875,55.08,15.3,123.21,107.067,00:40:00,"2022-01-21 17:44:31"
2018-03-25,almeria,7.92,2.2,17.7165,15.3953,36,10,80.5297,69.9785,03:30:00,"2022-01-21 17:44:31"
2018-03-25,zaragoza,9,2.5,20.1324,17.4946,38.88,10.8,86.9721,75.5767,14:50:00,"2022-01-21 17:44:31"
2018-03-26,acoruna,7.92,2.2,17.7165,15.3953,27,7.5,60.3973,52.4838,16:20:00,"2022-01-21 17:41:30"
2018-03-26,albacete,21.96,6.1,49.1231,42.6869,56.88,15.8,127.237,110.566,08:50:00,"2022-01-21 17:44:31"
2018-03-26,almeria,11.16,3.1,24.9642,21.6933,36,10,80.5297,69.9785,10:20:00,"2022-01-21 17:44:31"
2018-03-26,zaragoza,14.04,3.9,31.4066,27.2916,39.96,11.1,89.388,77.6761,13:30:00,"2022-01-21 17:44:31"
2018-03-27,acoruna,9,2.5,20.1324,17.4946,30.96,8.6,69.2555,60.1815,16:50:00,"2022-01-21 17:41:30"
2018-03-27,albacete,16.92,4.7,37.849,32.8899,51.12,14.2,114.352,99.3694,08:40:00,"2022-01-21 17:44:31"
2018-03-27,almeria,6.12,1.7,13.6901,11.8963,29.88,8.3,66.8397,58.0821,03:10:00,"2022-01-21 17:44:31"
2018-03-27,zaragoza,11.16,3.1,24.9642,21.6933,41.04,11.4,91.8039,79.7754,14:30:00,"2022-01-21 17:44:31"
2018-03-28,acoruna,10.08,2.8,22.5483,19.594,36,10,80.5297,69.9785,12:30:00,"2022-01-21 17:41:30"
2018-03-28,albacete,11.16,3.1,24.9642,21.6933,33.12,9.2,74.0873,64.3802,16:40:00,"2022-01-21 17:44:31"
2018-03-28,almeria,7.92,2.2,17.7165,15.3953,24.84,6.9,55.5655,48.2851,19:40:00,"2022-01-21 17:44:31"
2018-03-28,zaragoza,16.92,4.7,37.849,32.8899,46.08,12.8,103.078,89.5724,15:30:00,"2022-01-21 17:44:31"
2018-03-29,acoruna,7.92,2.2,17.7165,15.3953,55.08,15.3,123.21,107.067,14:40:00,"2022-01-21 17:41:30"
2018-03-29,albacete,14.04,3.9,31.4066,27.2916,46.08,12.8,103.078,89.5724,04:00:00,"2022-01-21 17:44:31"
2018-03-29,almeria,6.12,1.7,13.6901,11.8963,28.08,7.8,62.8132,54.5832,13:10:00,"2022-01-21 17:44:31"
2018-03-29,zaragoza,7.92,2.2,17.7165,15.3953,45,12.5,100.662,87.4731,23:30:00,"2022-01-21 17:44:31"
2018-03-30,acoruna,12.96,3.6,28.9907,25.1922,57.96,16.1,129.653,112.665,10:20:00,"2022-01-21 17:41:30"
2018-03-30,albacete,16.92,4.7,37.849,32.8899,52.92,14.7,118.379,102.868,16:30:00,"2022-01-21 17:44:31"
2018-03-30,almeria,9,2.5,20.1324,17.4946,34.92,9.7,78.1138,67.8791,16:00:00,"2022-01-21 17:44:31"
2018-03-30,zaragoza,11.88,3.3,26.5748,23.0929,68.04,18.9,152.201,132.259,05:30:00,"2022-01-21 17:44:31"
2018-03-31,acoruna,7.92,2.2,17.7165,15.3953,37.08,10.3,82.9456,72.0778,16:00:00,"2022-01-21 17:41:30"
2018-03-31,albacete,24.84,6.9,55.5655,48.2851,66.96,18.6,149.785,130.16,06:00:00,"2022-01-21 17:44:31"
2018-03-31,almeria,11.16,3.1,24.9642,21.6933,46.08,12.8,103.078,89.5724,01:00:00,"2022-01-21 17:44:31"
2018-03-31,zaragoza,30.96,8.6,69.2555,60.1815,69.12,19.2,154.617,134.359,11:20:00,"2022-01-21 17:44:31"
2018-04-01,acoruna,19.08,5.3,42.6807,37.0886,72,20,161.059,139.957,14:20:00,"2022-01-21 17:41:30"
2018-04-01,albacete,19.08,5.3,42.6807,37.0886,51.84,14.4,115.963,100.769,14:20:00,"2022-01-21 17:44:31"
2018-04-01,almeria,6.84,1.9,15.3006,13.2959,25.92,7.2,57.9814,50.3845,04:20:00,"2022-01-21 17:44:31"
2018-04-01,zaragoza,16.92,4.7,37.849,32.8899,51.12,14.2,114.352,99.3694,12:00:00,"2022-01-21 17:44:31"
2018-04-02,acoruna,7.92,2.2,17.7165,15.3953,41.04,11.4,91.8039,79.7754,18:30:00,"2022-01-21 17:41:30"
2018-04-02,albacete,2.16,0.6,4.83178,4.19871,18,5,40.2649,34.9892,15:50:00,"2022-01-21 17:44:31"
2018-04-02,almeria,6.12,1.7,13.6901,11.8963,23.04,6.4,51.539,44.7862,01:40:00,"2022-01-21 17:44:31"
2018-04-02,zaragoza,10.08,2.8,22.5483,19.594,33.84,9.4,75.6979,65.7798,11:50:00,"2022-01-21 17:44:31"
2018-04-03,acoruna,9,2.5,20.1324,17.4946,60.84,16.9,136.095,118.264,19:30:00,"2022-01-21 17:41:30"
2018-04-03,albacete,6.12,1.7,13.6901,11.8963,34.92,9.7,78.1138,67.8791,14:50:00,"2022-01-21 17:44:31"
2018-04-03,almeria,3.96,1.1,8.85827,7.69763,42.84,11.9,95.8304,83.2744,15:40:00,"2022-01-21 17:44:31"
2018-04-03,leon,15.12,4.2,33.8225,29.391,83.88,23.3,187.634,163.05,23:30:00,"2022-01-21 17:44:31"
2018-04-03,zaragoza,14.04,3.9,31.4066,27.2916,52.92,14.7,118.379,102.868,06:30:00,"2022-01-21 17:44:31"
2018-04-04,albacete,15.12,4.2,33.8225,29.391,45,12.5,100.662,87.4731,11:40:00,"2022-01-21 17:44:31"
2018-04-04,almeria,10.08,2.8,22.5483,19.594,33.12,9.2,74.0873,64.3802,NULL,"2022-01-21 17:44:31"
2018-04-04,zaragoza,20.16,5.6,45.0966,39.1879,56.88,15.8,127.237,110.566,14:40:00,"2022-01-21 17:44:31"
2018-04-05,acoruna,20.16,5.6,45.0966,39.1879,52.92,14.7,118.379,102.868,11:20:00,"2022-01-21 17:41:30"
2018-04-05,albacete,9,2.5,20.1324,17.4946,34.92,9.7,78.1138,67.8791,04:40:00,"2022-01-21 17:44:31"
2018-04-05,almeria,6.84,1.9,15.3006,13.2959,37.08,10.3,82.9456,72.0778,14:40:00,"2022-01-21 17:44:31"
2018-04-05,zaragoza,10.08,2.8,22.5483,19.594,39.96,11.1,89.388,77.6761,15:20:00,"2022-01-21 17:44:31"
2018-04-06,acoruna,5.04,1.4,11.2742,9.79698,24.84,6.9,55.5655,48.2851,NULL,"2022-01-21 17:41:30"
2018-04-06,albacete,11.88,3.3,26.5748,23.0929,33.12,9.2,74.0873,64.3802,17:40:00,"2022-01-21 17:44:31"
2018-04-06,almeria,9,2.5,20.1324,17.4946,25.92,7.2,57.9814,50.3845,22:40:00,"2022-01-21 17:44:31"
2018-04-06,leon,7.92,2.2,17.7165,15.3953,33.12,9.2,74.0873,64.3802,15:20:00,"2022-01-21 17:44:31"
2018-04-06,zaragoza,12.96,3.6,28.9907,25.1922,34.92,9.7,78.1138,67.8791,20:40:00,"2022-01-21 17:44:31"
2018-04-07,acoruna,5.04,1.4,11.2742,9.79698,33.12,9.2,74.0873,64.3802,14:20:00,"2022-01-21 17:41:30"
2018-04-07,albacete,7.92,2.2,17.7165,15.3953,52.92,14.7,118.379,102.868,23:50:00,"2022-01-21 17:44:31"
2018-04-07,almeria,6.12,1.7,13.6901,11.8963,27,7.5,60.3973,52.4838,19:00:00,"2022-01-21 17:44:31"
2018-04-07,zaragoza,16.92,4.7,37.849,32.8899,59.04,16.4,132.069,114.765,14:40:00,"2022-01-21 17:44:31"
2018-04-08,acoruna,11.16,3.1,24.9642,21.6933,29.88,8.3,66.8397,58.0821,13:10:00,"2022-01-21 17:41:30"
2018-04-08,albacete,9,2.5,20.1324,17.4946,30.96,8.6,69.2555,60.1815,17:10:00,"2022-01-21 17:44:31"
2018-04-08,almeria,11.16,3.1,24.9642,21.6933,37.08,10.3,82.9456,72.0778,15:20:00,"2022-01-21 17:44:31"
2018-04-08,zaragoza,11.16,3.1,24.9642,21.6933,34.92,9.7,78.1138,67.8791,17:50:00,"2022-01-21 17:44:31"
2018-04-09,albacete,6.84,1.9,15.3006,13.2959,38.16,10.6,85.3615,74.1772,17:10:00,"2022-01-21 17:44:31"
2018-04-09,almeria,9,2.5,20.1324,17.4946,38.88,10.8,86.9721,75.5767,18:00:00,"2022-01-21 17:44:31"
2018-04-09,zaragoza,11.16,3.1,24.9642,21.6933,41.04,11.4,91.8039,79.7754,18:20:00,"2022-01-21 17:44:31"
2018-04-10,acoruna,10.08,2.8,22.5483,19.594,27,7.5,60.3973,52.4838,01:10:00,"2022-01-21 17:41:30"
2018-04-10,albacete,6.84,1.9,15.3006,13.2959,21.96,6.1,49.1231,42.6869,13:30:00,"2022-01-21 17:44:31"
2018-04-10,almeria,7.92,2.2,17.7165,15.3953,32.04,8.9,71.6714,62.2808,11:30:00,"2022-01-21 17:44:31"
2018-04-10,zaragoza,9,2.5,20.1324,17.4946,34.92,9.7,78.1138,67.8791,15:10:00,"2022-01-21 17:44:31"
2018-04-11,acoruna,5.04,1.4,11.2742,9.79698,37.08,10.3,82.9456,72.0778,09:10:00,"2022-01-21 17:41:30"
2018-04-11,albacete,2.16,0.6,4.83178,4.19871,15.12,4.2,33.8225,29.391,12:30:00,"2022-01-21 17:44:31"
2018-04-11,almeria,6.84,1.9,15.3006,13.2959,24.12,6.7,53.9549,46.8856,11:40:00,"2022-01-21 17:44:31"
2018-04-11,zaragoza,2.16,0.6,4.83178,4.19871,12.96,3.6,28.9907,25.1922,13:50:00,"2022-01-21 17:44:31"
2018-04-12,acoruna,3.96,1.1,8.85827,7.69763,20.88,5.8,46.7072,40.5875,13:30:00,"2022-01-21 17:41:30"
2018-04-12,albacete,3.96,1.1,8.85827,7.69763,27,7.5,60.3973,52.4838,00:10:00,"2022-01-21 17:44:31"
2018-04-12,almeria,2.88,0.8,6.44238,5.59828,20.88,5.8,46.7072,40.5875,12:40:00,"2022-01-21 17:44:31"
2018-04-12,leon,10.08,2.8,22.5483,19.594,39.96,11.1,89.388,77.6761,13:40:00,"2022-01-21 17:44:31"
2018-04-12,zaragoza,2.88,0.8,6.44238,5.59828,14.04,3.9,31.4066,27.2916,12:40:00,"2022-01-21 17:44:31"
2018-04-13,acoruna,3.96,1.1,8.85827,7.69763,20.16,5.6,45.0966,39.1879,14:20:00,"2022-01-21 17:41:30"
2018-04-13,albacete,3.96,1.1,8.85827,7.69763,28.08,7.8,62.8132,54.5832,19:10:00,"2022-01-21 17:44:31"
2018-04-13,almeria,6.12,1.7,13.6901,11.8963,32.04,8.9,71.6714,62.2808,NULL,"2022-01-21 17:44:31"
2018-04-13,zaragoza,2.88,0.8,6.44238,5.59828,21.96,6.1,49.1231,42.6869,09:30:00,"2022-01-21 17:44:31"
2018-04-14,acoruna,10.08,2.8,22.5483,19.594,50.04,13.9,111.936,97.2701,16:10:00,"2022-01-21 17:41:30"
2018-04-14,albacete,14.04,3.9,31.4066,27.2916,38.16,10.6,85.3615,74.1772,11:20:00,"2022-01-21 17:44:31"
2018-04-14,almeria,7.92,2.2,17.7165,15.3953,28.08,7.8,62.8132,54.5832,NULL,"2022-01-21 17:44:31"
2018-04-14,zaragoza,9,2.5,20.1324,17.4946,24.12,6.7,53.9549,46.8856,17:40:00,"2022-01-21 17:44:31"
2018-04-15,acoruna,9,2.5,20.1324,17.4946,38.88,10.8,86.9721,75.5767,00:10:00,"2022-01-21 17:41:30"
2018-04-15,albacete,10.08,2.8,22.5483,19.594,32.04,8.9,71.6714,62.2808,09:10:00,"2022-01-21 17:44:31"
2018-04-15,almeria,10.08,2.8,22.5483,19.594,33.12,9.2,74.0873,64.3802,15:40:00,"2022-01-21 17:44:31"
2018-04-15,zaragoza,10.08,2.8,22.5483,19.594,38.16,10.6,85.3615,74.1772,16:10:00,"2022-01-21 17:44:31"
2018-04-16,acoruna,10.08,2.8,22.5483,19.594,54,15,120.795,104.968,12:30:00,"2022-01-21 17:41:30"
2018-04-16,albacete,19.08,5.3,42.6807,37.0886,54,15,120.795,104.968,09:30:00,"2022-01-21 17:44:31"
2018-04-16,almeria,7.92,2.2,17.7165,15.3953,36,10,80.5297,69.9785,13:40:00,"2022-01-21 17:44:31"
2018-04-16,zaragoza,14.04,3.9,31.4066,27.2916,39.96,11.1,89.388,77.6761,01:00:00,"2022-01-21 17:44:31"
2018-04-17,acoruna,10.08,2.8,22.5483,19.594,45,12.5,100.662,87.4731,14:50:00,"2022-01-21 17:41:30"
2018-04-17,albacete,10.08,2.8,22.5483,19.594,28.08,7.8,62.8132,54.5832,05:10:00,"2022-01-21 17:44:31"
2018-04-17,almeria,7.92,2.2,17.7165,15.3953,29.88,8.3,66.8397,58.0821,14:40:00,"2022-01-21 17:44:31"
2018-04-17,zaragoza,7.92,2.2,17.7165,15.3953,21.96,6.1,49.1231,42.6869,17:50:00,"2022-01-21 17:44:31"
2018-04-18,acoruna,14.04,3.9,31.4066,27.2916,39.96,11.1,89.388,77.6761,15:00:00,"2022-01-21 17:41:30"
2018-04-18,albacete,7.92,2.2,17.7165,15.3953,32.04,8.9,71.6714,62.2808,12:50:00,"2022-01-21 17:44:31"
2018-04-18,almeria,7.92,2.2,17.7165,15.3953,41.04,11.4,91.8039,79.7754,13:30:00,"2022-01-21 17:44:31"
2018-04-18,zaragoza,14.04,3.9,31.4066,27.2916,41.04,11.4,91.8039,79.7754,15:00:00,"2022-01-21 17:44:31"
2018-04-19,acoruna,11.16,3.1,24.9642,21.6933,33.84,9.4,75.6979,65.7798,19:00:00,"2022-01-21 17:41:30"
2018-04-19,albacete,7.92,2.2,17.7165,15.3953,29.88,8.3,66.8397,58.0821,15:40:00,"2022-01-21 17:44:31"
2018-04-19,almeria,7.92,2.2,17.7165,15.3953,38.16,10.6,85.3615,74.1772,12:50:00,"2022-01-21 17:44:31"
2018-04-19,zaragoza,14.04,3.9,31.4066,27.2916,41.04,11.4,91.8039,79.7754,13:00:00,"2022-01-21 17:44:31"
2018-04-20,acoruna,10.08,2.8,22.5483,19.594,34.92,9.7,78.1138,67.8791,19:00:00,"2022-01-21 17:41:30"
2018-04-20,albacete,9,2.5,20.1324,17.4946,32.04,8.9,71.6714,62.2808,17:20:00,"2022-01-21 17:44:31"
2018-04-20,almeria,14.04,3.9,31.4066,27.2916,41.04,11.4,91.8039,79.7754,16:10:00,"2022-01-21 17:44:31"
2018-04-20,zaragoza,10.08,2.8,22.5483,19.594,46.08,12.8,103.078,89.5724,11:30:00,"2022-01-21 17:44:31"
2018-04-21,albacete,9,2.5,20.1324,17.4946,29.16,8.1,65.2291,56.6826,15:40:00,"2022-01-21 17:44:31"
2018-04-21,almeria,10.08,2.8,22.5483,19.594,42.84,11.9,95.8304,83.2744,12:10:00,"2022-01-21 17:44:31"
2018-04-21,zaragoza,6.12,1.7,13.6901,11.8963,29.88,8.3,66.8397,58.0821,12:30:00,"2022-01-21 17:44:31"
2018-04-22,albacete,9,2.5,20.1324,17.4946,29.16,8.1,65.2291,56.6826,11:20:00,"2022-01-21 17:44:31"
2018-04-22,almeria,11.16,3.1,24.9642,21.6933,38.16,10.6,85.3615,74.1772,15:50:00,"2022-01-21 17:44:31"
2018-04-22,zaragoza,6.84,1.9,15.3006,13.2959,39.96,11.1,89.388,77.6761,14:00:00,"2022-01-21 17:44:31"
2018-04-23,acoruna,11.16,3.1,24.9642,21.6933,30.96,8.6,69.2555,60.1815,04:10:00,"2022-01-21 17:41:30"
2018-04-23,albacete,10.08,2.8,22.5483,19.594,33.12,9.2,74.0873,64.3802,17:20:00,"2022-01-21 17:44:31"
2018-04-23,almeria,6.12,1.7,13.6901,11.8963,42.12,11.7,94.2198,81.8748,22:10:00,"2022-01-21 17:44:31"
